Nama Lokasi,Level,Polygon XML
Jakarta > Tanjung Duren > Central Park,3,"<coordinates>106.78949922323227,-6.177552952368844 106.78888231515884,-6.178310275872071 106.78985327482224,-6.178742269779404 106.79069012403488,-6.178598271849465 106.79097443819046,-6.178774269314075 106.79199367761612,-6.177430287192422 106.79167181253433,-6.177099624401345 106.79233700037003,-6.176379632125656 106.79146260023117,-6.1755903061353745 106.7908188700676,-6.176123634636111 106.7906042933464,-6.1761076347889174 106.78945094347,-6.177318288528257 106.7894995312256,-6.177555866985643 </coordinates>"
Jakarta > Tanjung Duren > Garden Shopping Arcade,3,"<coordinates>106.78596943616867,-6.173622319319898 106.78598016500473,-6.173702318926526 106.78623229265213,-6.173702318926526 106.7862269282341,-6.17357431955012 106.7859748005867,-6.17359031947385 106.78596963528457,-6.173623804028866 </coordinates>"
Jakarta > Tanjung Duren > Hotel Pullman Jakarta Central Park,3,"<coordinates>106.79369889199734,-6.180359577171446 106.79373644292355,-6.18042757597248 106.79386518895626,-6.1804022430868395 106.79387055337429,-6.180363577101171 106.79384373128414,-6.180339577522424 106.79379679262638,-6.180334244282561 106.79369956254959,-6.180359577171446 </coordinates>"
Jakarta > Tanjung Duren > Mall Taman Anggrek,3,"<coordinates>106.78898423910141,-6.17821427717811 106.78932756185532,-6.178550272530791 106.78983718156815,-6.1786996037301725 106.79048091173172,-6.1786462711637995 106.79069012403488,-6.178603605106833 106.79084032773972,-6.178667604190998 106.79093688726425,-6.178715603499035 106.79198831319809,-6.177440953730632 106.79165571928024,-6.1771156242185645 106.79212778806686,-6.176571630161569 106.79228335618973,-6.176411631803147 106.7918273806572,-6.17593696972196 106.79143577814102,-6.175606305998216 106.79133921861649,-6.175547639832119 106.79047018289566,-6.176182300738393 106.7893972992897,-6.177398287576507 106.78949922323227,-6.177547619100903 106.78911298513412,-6.177899614670293 106.78895741701126,-6.178043612790315 106.78892523050308,-6.178118278466746 106.78898222744465,-6.178211610547467 106.78898457903233,-6.1782146057469784 </coordinates>"
Jakarta > Tanjung Duren > Ruko Tanjung DurenÿBarat 1,,
Jakarta > Tanjung Priok,,
Jakarta > Tanjung Priok > Ruko Enggano,3,"<coordinates>106.88593000173569,-6.109506763011081 106.88591122627258,-6.109664114505206 106.8868499994278,-6.109706786088857 106.88749641180038,-6.1096854502974765 106.88815355300903,-6.1096747824014495 106.88841104507446,-6.109629443840997 106.88870072364807,-6.1096747824014495 106.8888509273529,-6.1096827833234855 106.88910037279129,-6.10965611358289 106.889588534832,-6.1096907842453945 106.88966363668442,-6.109677449375466 106.88965559005737,-6.109461424436391 106.8887248635292,-6.109442755610415 106.88816159963608,-6.109437421660016 106.88761711120605,-6.109474759311702 106.88712894916534,-6.109482760236728 106.88657641410828,-6.109450756535912 106.88615798950195,-6.109445422585589 106.88597828149796,-6.109442755610415 106.88592731952667,-6.109458757461294 106.88593000173569,-6.109506763011081 </coordinates>"
Jakarta > Tanjung Priok > Ruko Megah Enggano,3,"<coordinates>106.88593000173569,-6.109506763011081 106.88591122627258,-6.109664114505206 106.8868499994278,-6.109706786088857 106.88749641180038,-6.1096854502974765 106.88815355300903,-6.1096747824014495 106.88841104507446,-6.109629443840997 106.88870072364807,-6.1096747824014495 106.8888509273529,-6.1096827833234855 106.88910037279129,-6.10965611358289 106.889588534832,-6.1096907842453945 106.88966363668442,-6.109677449375466 106.88965559005737,-6.109461424436391 106.8887248635292,-6.109442755610415 106.88816159963608,-6.109437421660016 106.88761711120605,-6.109474759311702 106.88712894916534,-6.109482760236728 106.88657641410828,-6.109450756535912 106.88615798950195,-6.109445422585589 106.88597828149796,-6.109442755610415 106.88592731952667,-6.109458757461294 106.88593000173569,-6.109506763011081 </coordinates>"
Jakarta > Tanjung Priok > Wisma Patria,,
Jakarta > Tebet,,
Jakarta > Tebet > 88@Kasablanka,,
Jakarta > Tebet > Gedung Griya D'Ros,3,"<coordinates>106.85507789254189,-6.225366200886497 106.85503765940666,-6.225528850783666 106.85528174042702,-6.225582178607832 106.85534611344337,-6.225395531199543 106.85507789254189,-6.225366200886497 </coordinates>"
Jakarta > Tebet > Gelael MT Haryono,3,"<coordinates>106.84690922498703,-6.242625473570843 106.84691995382309,-6.242934764793792 106.84732228517532,-6.242902769158506 106.84729009866714,-6.242604143134932 106.84690922498703,-6.242625473570843 </coordinates>"
Jakarta > Tebet > HARRIS Hotel Tebet,3,"<coordinates>106.8475167453289,-6.222921113576697 106.84764817357063,-6.223166422740748 106.84785470366478,-6.223129093092737 106.84784933924675,-6.22323574922286 106.84790566563606,-6.223286410877105 106.84812024235725,-6.2233050756958495 106.84825703501701,-6.22323574922286 106.84832945466042,-6.223105095460476 106.84832409024239,-6.222875784696898 106.84828653931618,-6.222814457382683 106.84817925095558,-6.222731798817445 106.84802636504173,-6.222710467572705 106.8476776778698,-6.222787793330802 106.84755697846413,-6.222809124572424 106.8475167453289,-6.222881117506483 106.84751607477665,-6.222918447172114 </coordinates>"
Jakarta > Tebet > Kota Kasablanka,3,"<coordinates>106.84173792600632,-6.22294777762181 106.84172183275223,-6.222238513561011 106.84286445379257,-6.221998536782335 106.84288054704666,-6.222238513561011 106.84328824281693,-6.222286508903584 106.8435189127922,-6.224323640513564 106.84271425008774,-6.224627609736245 106.84181302785873,-6.224664939277784 106.84172183275223,-6.224099663079044 106.84183984994888,-6.22379569355089 106.84181302785873,-6.223443728614375 106.84187203645706,-6.223230416416875 106.84173256158829,-6.2229531104306695 106.84173789779652,-6.222946417509113 </coordinates>"
Jakarta > Tebet > SPBU Coco Pertamina,3,"<coordinates>106.8521623313427,-6.242404170256131 106.85217574238777,-6.242884105037027 106.85274437069893,-6.242902769158506 106.85271754860878,-6.242366841976954 106.8521623313427,-6.242404170256131 </coordinates>"
Jakarta > Tebet > Tebet Cool Spot,3,"<coordinates>106.85507521033287,-6.227771281116427 106.8549732863903,-6.227325995474611 106.85493305325508,-6.226894041377428 106.85489550232887,-6.2264034264163 106.85514226555824,-6.226424757511107 106.85531124472618,-6.227656626765704 106.85507521033287,-6.227771281116427 </coordinates>"
Jakarta > Tebet > Tebet Green,3,"<coordinates>106.85660406947136,-6.242585479002818 106.85662552714348,-6.242710795305761 106.8568454682827,-6.242705462697747 106.85680791735649,-6.242534819212277 106.85660406947136,-6.242585479002818 </coordinates>"
Jakarta > Tebet > The Park Lane Jakarta,3,"<coordinates>106.83955527842045,-6.224344971692822 106.83959685266018,-6.224463626361654 106.83977656066418,-6.22443696239346 106.83971218764782,-6.224322307314835 106.83955527842045,-6.224344971692822 </coordinates>"
Jakarta > Tebet > TIS Square,3,"<coordinates>106.84816986322403,-6.242678799656786 106.84819132089615,-6.2428067822409306 106.84838443994522,-6.2427747865978205 106.84835627675056,-6.2426654681358285 106.84816986322403,-6.242678799656786 </coordinates>"
Jakarta > Thamrin,,
Jakarta > Thamrin > All Seasons Hotel,3,"<coordinates>106.82197540998459,-6.201520115119097 106.8220666050911,-6.201637441677655 106.82229191064835,-6.201557446299652 106.82214170694351,-6.201306794036628 106.82197540998459,-6.201520115119097 </coordinates>"
Jakarta > Thamrin > Artotel,3,"<coordinates>106.82450205087662,-6.188843360079859 106.82449132204056,-6.189040686743463 106.82487219572067,-6.189046019895505 106.82488292455673,-6.188752696452965 106.82450741529465,-6.188763362762798 106.82450205087662,-6.188832693771616 </coordinates>"
Jakarta > Thamrin > Ascott Apartment,3,"<coordinates>106.82005494832993,-6.188219380685694 106.82005494832993,-6.188368709154785 106.82037144899368,-6.188384708631101 106.82038217782974,-6.188246046486829 106.82005763053894,-6.188219380685694 </coordinates>"
Jakarta > Thamrin > Deutche Bank Building,3,"<coordinates>106.82398706674576,-6.196085733646779 106.82427674531937,-6.195893742698642 106.82459324598312,-6.196219060653007 106.8242660164833,-6.196453716102145 106.82395488023758,-6.196096399808513 106.82398974895477,-6.196085733646779 </coordinates>"
Jakarta > Thamrin > Enka Deli Square,3,"<coordinates>106.82429686188698,-6.188550036524791 106.82433977723122,-6.188675365700075 106.82474210858345,-6.188640700186481 106.8247340619564,-6.188523370738986 106.82429686188698,-6.188550036524791 </coordinates>"
Jakarta > Thamrin > Gedung Djakarta Theatre,3,"<coordinates>106.82345397770405,-6.1865860978003475 106.82377986609936,-6.186592764271356 106.82385999709368,-6.186588097741655 106.82388480752707,-6.186834090465481 106.8234509602189,-6.186838756993018 106.8234496191144,-6.186584764506138 106.82345230132341,-6.186584764506138 106.82345397770405,-6.1865860978003475 </coordinates>"
Jakarta > Thamrin > Gedung Indosurya Plaza,,
Jakarta > Thamrin > Gedung Jaya,3,"<coordinates>106.8226570263505,-6.186396769988416 106.82265300303698,-6.186534099323539 106.82267110794783,-6.186543432383856 106.82266976684332,-6.186664095505949 106.8228367343545,-6.186673428563977 106.82286623865366,-6.186206775461082 106.82270865887403,-6.18619544245204 106.8226932361722,-6.186194109156838 106.82268116623163,-6.186376103920317 106.822658367455,-6.186378103862438 106.82265736162663,-6.186396769988416 </coordinates>"
Jakarta > Thamrin > Grand Hyatt,3,"<coordinates>106.82167366147041,-6.193579179661545 106.82167634367943,-6.193709840748416 106.82193383574486,-6.193685841775704 106.82191841304302,-6.1935498475763575 106.82167164981365,-6.193576513108406 106.82167366830686,-6.193579505894944 </coordinates>"
Jakarta > Thamrin > Grand Indonesia Mall,3,"<coordinates>106.81899681687355,-6.194733795901402 106.81894049048424,-6.19580308028219 106.8204103410244,-6.195741749815168 106.82047203183174,-6.195445763548053 106.82079389691353,-6.1953870995835105 106.82063564658165,-6.19471246352263 106.82034060359001,-6.194693797690509 106.8202842772007,-6.194608468163831 106.81920066475868,-6.194416476678345 106.81910142302513,-6.1943978108357545 106.81899480521679,-6.194731129354102 106.81899581104517,-6.194732462627752 </coordinates>"
Jakarta > Thamrin > Hotel Indonesia Kempinski,3,"<coordinates>106.82421639561653,-6.183312850378062 106.82488158345222,-6.183262184881923 106.8254716694355,-6.185382131756328 106.82465091347694,-6.185507461682795 106.82419762015343,-6.1833208501927945 106.8242110311985,-6.183307517168172 106.82421701187855,-6.183312804000117 </coordinates>"
Jakarta > Thamrin > Kawasan Kuliner BSM,3,"<coordinates>106.82358607649803,-6.184472822251177 106.82360216975212,-6.184870145365157 106.82405546307564,-6.184854145782446 106.82403936982155,-6.184422156866179 106.82358741760254,-6.184472822251177 </coordinates>"
Jakarta > Thamrin > Keraton at the Plaza,3,"<coordinates>106.82154223322868,-6.191979245363468 106.82155832648277,-6.192144572132197 106.82179637253284,-6.19212190636857 106.82177491486073,-6.191969912399191 106.82154223322868,-6.191979245363468 </coordinates>"
Jakarta > Thamrin > La Monte Building,,
Jakarta > Thamrin > Mandarin Oriental Hotel,3,"<coordinates>106.82383585721254,-6.1961597301393905 106.82384189218283,-6.196210394398625 106.82394448667765,-6.1962037280489985 106.82394046336412,-6.196144397533665 106.82383451610804,-6.1961483973439035 106.82383619248867,-6.1961597301393905 </coordinates>"
Jakarta > Thamrin > Menara BCA,3,"<coordinates>106.82236064225435,-6.1965930427256986 106.82239215821028,-6.196626374448383 106.82244513183832,-6.196615041662908 106.82244714349508,-6.196583709842984 106.8223874643445,-6.196575710229084 106.82236097753048,-6.1965930427256986 </coordinates>"
Jakarta > Thamrin > Menara Thamrin,3,"<coordinates>106.82271100580692,-6.185458129694013 106.8227606266737,-6.185454129802811 106.82275291532278,-6.185417464132217 106.82270396500826,-6.18541546418647 106.8226932361722,-6.185450796560144 106.82270932942629,-6.185457463045478 </coordinates"
Jakarta > Thamrin > Oil Centre,3,"<coordinates>106.82324275374413,-6.191941913505315 106.82321593165398,-6.191176609831453 106.82346537709236,-6.191136611351104 106.8234895169735,-6.191920581013748 106.8232440497527,-6.191940628298357 </coordinates>"
Jakarta > Thamrin > Plaza Gani Djemat,3,"<coordinates>106.82445712387562,-6.195984405099521 106.82467974722385,-6.196255058938907 106.82482056319714,-6.19616306331449 106.82476557791233,-6.1960537351602785 106.82477496564388,-6.196021736671819 106.82463951408863,-6.195875076908301 106.82455904781818,-6.195852411304834 106.82443030178547,-6.195935074089205 106.82445779442787,-6.195984405099521 </coordinates>"
Jakarta > Thamrin > Plaza Indonesia,3,"<coordinates>106.82193920016289,-6.19030464227315 106.82224228978157,-6.190565966034941 106.82216718792915,-6.190757958920405 106.82250514626503,-6.191080613473521 106.82238444685936,-6.191365935930668 106.82233616709709,-6.191611259789251 106.82226374745369,-6.192021910341005 106.82251319289207,-6.192459226161902 106.82267144322395,-6.192741881316863 106.8226446211338,-6.19294987274936 106.82263657450676,-6.193536514809831 106.82253196835518,-6.193947163864332 106.82226106524467,-6.194152488271797 106.82169511914253,-6.194179153773401 106.82101383805275,-6.194045826251924 106.82095751166344,-6.194000494886941 106.82117477059364,-6.192795212461223 106.82121768593788,-6.192547222594292 106.82127669453621,-6.192267233894891 106.82121500372887,-6.1917312551133685 106.8212579190731,-6.1914699319281095 106.82137861847878,-6.191136611351104 106.82163342833519,-6.190608631126635 106.82186678051949,-6.190320641690853 106.8219418823719,-6.190301975703496 </coordinates>"
Jakarta > Thamrin > Plaza Permata,3,"<coordinates>106.82347007095814,-6.192161904774291 106.82348750531673,-6.192259234215574 106.82359881699085,-6.192264567335123 106.8236444145441,-6.192211236137189 106.82363234460354,-6.192165904614706 106.8236068636179,-6.192129906049961 106.8235545605421,-6.19213257261039 106.82350359857082,-6.19213257261039 106.82347275316715,-6.192151238533068 106.82347074151039,-6.192161904774291 </coordinates>"
Jakarta > Thamrin > Pullman Jakarta Indonesia,3,"<coordinates>106.82365447282791,-6.193029869432346 106.82404607534409,-6.193040535655833 106.82406216859818,-6.193467184418474 106.82371348142624,-6.19347785063312 106.82365715503693,-6.193029869432346 </coordinates>"
Jakarta > Thamrin > Sari Pan Pacific Hotel,3,"<coordinates>106.82357467710972,-6.185660790807733 106.82377450168133,-6.185654124324969 106.82377181947231,-6.185707456184764 106.82357467710972,-6.185708789481186 106.8235706537962,-6.185660790807733 106.82357603993637,-6.185660767712288 </coordinates>"
Jakarta > Thamrin > Sarinah Building,3,"<coordinates>106.82363234460354,-6.18745940478735 106.8236444145441,-6.188098051273475 106.82416744530201,-6.188102051144653 106.82416576892138,-6.188030720104137 106.82420935481787,-6.18802472029655 106.82419124990702,-6.187469404477323 106.82413693517447,-6.18746807118534 106.82413626462221,-6.18739674005923 106.82404708117247,-6.18739007359836 106.82405043393373,-6.1873027429531495 106.82399746030569,-6.1873027429531495 106.82399544864893,-6.187262744179527 106.8237017467618,-6.187256744363226 106.82369101792574,-6.187432072300479 106.82363737374544,-6.187441405344932 106.82363234460354,-6.18745940478735 </coordinates>"
Jakarta > Thamrin > Sinarmas Land Plaza,3,"<coordinates>106.823266223073,-6.190467302997219 106.82327561080456,-6.190547300056248 106.82333864271641,-6.190541966919358 106.82333596050739,-6.190456636721774 106.823266223073,-6.190467302997219 </coordinates>"
Jakarta > Thamrin > Thamrin City,3,"<coordinates>106.81572787463665,-6.194841791055656 106.81587941944599,-6.194864456702506 106.81589551270008,-6.194755128279296 106.8157560378313,-6.194744462090451 106.8157285451889,-6.194841791055656 </coordinates>"
Jakarta > Thamrin > Thamrin City Office Park,3,"<coordinates>106.81736100465059,-6.194477140662208 106.81746494024992,-6.19447447411361 106.8174622580409,-6.194432475971474 106.81736301630735,-6.194433809245874 106.81736133992672,-6.194477140662208 </coordinates>"
Jakarta > Thamrin > Thamrin Tower,3,"<coordinates>106.82266339659691,-6.1991335805917105 106.8228431046009,-6.199130914066636 106.82284042239189,-6.198986921693138 106.82271167635918,-6.198973589063974 106.8226607143879,-6.19913624711676 </coordinates>"
Jakarta > Thamrin > The City Tower,3,"<coordinates>106.82337753474712,-6.198750934107119 106.82336948812008,-6.199520226583396 106.82382747530937,-6.199117581441123 106.82338491082191,-6.19873360168138 106.82337418198586,-6.198746934316612 106.82337819617965,-6.198751591418895 </coordinates>"
Jakarta > Thamrin > The Plaza,3,"<coordinates>106.82121701538563,-6.193129865269051 106.82253196835518,-6.1931098661032316 106.82263657450676,-6.193107199547725 106.82260170578957,-6.192579221293342 106.8224085867405,-6.1925072242177555 106.82229593396187,-6.192395228747313 106.82229056954384,-6.192307232289607 106.82180508971214,-6.192307232289607 106.82178363204002,-6.192461892720665 106.82125456631184,-6.192477892073041 106.82127200067043,-6.192616553106446 106.82119153439999,-6.192624552780344 106.82121701538563,-6.193129865269051 </coordinates>"
Jakarta > Thamrin > UOB Plaza,3,"<coordinates>106.82230398058891,-6.199128247541574 106.82235762476921,-6.199266906827748 106.8225534260273,-6.19922690896047 106.82258024811745,-6.1991335805917105 106.82230532169342,-6.199128247541574 </coordinates>"
Jakarta > Thamrin > Wisma Geha,3,"<coordinates>106.82370476424694,-6.188754029741704 106.82371817529202,-6.188899358194584 106.82391129434109,-6.188899358194584 106.82397432625294,-6.188839360214292 106.82396896183491,-6.1887380302765465 106.82370476424694,-6.188754029741704 </coordinates>"
Jakarta > Thamrin > Wisma GH,,
Jakarta > Thamrin > Wisma Kosgoro,3,"<coordinates>106.82318307459354,-6.190535300498158 106.8231938034296,-6.190732626529798 106.82339631021023,-6.190709960705588 106.82336948812008,-6.190493968684911 106.82317905128002,-6.190533967213923 </coordinates>"
Jakarta > Thamrin > Wisma Mandiri 1,3,"<coordinates>106.82336881756783,-6.183518178917946 106.82340636849403,-6.183904836341575 106.82343319058418,-6.183907502943517 106.82346537709236,-6.184299493282402 106.82377383112907,-6.184280827082393 106.82373359799385,-6.183912836147363 106.82382747530937,-6.183891503331672 106.82380601763725,-6.1834781798579845 106.82336814701557,-6.1835155123140435 </coordinates>"
Jakarta > Thamrin > Wisma Nusantara,3,"<coordinates>106.82341441512108,-6.193749839033861 106.82344660162926,-6.194101823815038 106.82399109005928,-6.194069825208262 106.82395823299885,-6.193724506786773 106.82341441512108,-6.193749839033861 </coordinates>"
Jakarta > Tomang,,
Jakarta > Tomang > Gedung Panorama,,
Tangerang > Benda,,
Tangerang > Benda > FM7 Resort Hotel,3,"<coordinates>106.68453633785248,-6.10736784489351 106.68482601642609,-6.107837234139928 106.68548047542572,-6.10755986781678 106.68508350849152,-6.107037138586452 106.68453633785248,-6.10736784489351 </coordinates>"
Tangerang > Benda > Sheraton Bandara Hotel,3,"<coordinates>106.67858451604843,-6.1209852996969785 106.6787937283516,-6.121246657560373 106.67919605970383,-6.121113311727678 106.67894929647446,-6.120798615430564 106.67858451604843,-6.1209852996969785 </coordinates>"
Tangerang > Benda > Soekarno Hatta International Airport,3,"<coordinates>106.63403034210205,-6.149173874220515 106.68612957000732,-6.128948656354506 106.68578624725342,-6.116659541800718 106.68432712554932,-6.107783894473564 106.68055057525635,-6.1005296503648285 106.63463115692139,-6.119049113992829 106.632399559021,-6.119219797312062 106.63212060928345,-6.149045868928507 106.63404164652707,-6.149169466619045 </coordinates>"
Tangerang > Cibodas,,
Tangerang > Cibodas > Benton Junction,3,"<coordinates>106.6082388907671,-6.228904491375621 106.60890810191631,-6.2277472836962575 106.6095531731844,-6.228073915154454 106.60900063812733,-6.229028477761404 106.60884909331799,-6.229069806550159 106.6082402318716,-6.228903158188521 </coordinates>"
Tangerang > Cibodas > Giant Ekstra,3,"<coordinates>106.61503426730633,-6.2196987537636454 106.61503963172436,-6.219845406894167 106.61550097167492,-6.219833408003217 106.6154969483614,-6.219668089922084 106.61503426730633,-6.2196987537636454 </coordinates>"
Tangerang > Cibodas > Hypermart Imam Bonjol,3,"<coordinates>106.61874979734421,-6.221465254659633 106.61978513002396,-6.221449256187597 106.61971539258957,-6.22070799311571 106.61880880594254,-6.220782652753031 106.61874979734421,-6.221465254659633 </coordinates>"
Tangerang > Cibodas > Karawaci Office Park,3,"<coordinates>106.61904282867908,-6.223077098221443 106.61908574402332,-6.223211751595485 106.61932177841663,-6.223175755152334 106.61929227411747,-6.223013104526627 106.61904282867908,-6.223077098221443 </coordinates>"
Tangerang > Cibodas > Pallais de Europe,,
Tangerang > Cibodas > Ruko Holandia,3,"<coordinates>106.62348456680775,-6.220926639166475 106.6234952956438,-6.221242609213285 106.62353418767452,-6.221239942800191 106.62351943552494,-6.220925305959133 106.62348456680775,-6.220926639166475 </coordinates>"
Tangerang > Cibodas > Ruko Madrid,3,"<coordinates>106.61390706896782,-6.2207479893513 106.61462590098381,-6.220745322935687 106.61522671580315,-6.220731990857433 106.61524280905724,-6.221017297258415 106.61541178822517,-6.221022630086867 106.61540105938911,-6.220532009642932 106.61409214138985,-6.220540008892976 106.61389634013176,-6.220540008892976 106.61390706896782,-6.2207479893513 </coordinates>"
Tangerang > Cibodas > Ruko Piazza del Espana,,
Tangerang > Cibodas > Ruko Riviera,3,"<coordinates>106.61038801074028,-6.220723991610315 106.61155477166176,-6.220718658778835 106.61155208945274,-6.220521343976029 106.61038801074028,-6.220558673809262 106.61038801074028,-6.220723991610315 </coordinates>"
Tangerang > Cibodas > Taman Sari - Lippo Karawaci,3,"<coordinates>106.60757169127464,-6.229989704554324 106.608175188303,-6.229349775678589 106.60750463604927,-6.228968484352573 106.60695746541023,-6.229485760629976 106.60757169127464,-6.229989704554324 </coordinates"
Tangerang > Cikokol,,
Tangerang > Cikokol > Transmart Carrefour,3,"<coordinates>NaN,NaN 106.62908300757408,-6.206637128713707 106.62917487323284,-6.207927706891106 106.63005731999874,-6.207882376719455 106.62996612489223,-6.20656380031326 106.62908233702183,-6.206633128983059 106.62908300757408,-6.206637128713707 </coordinates>"
Tangerang > Ciledug,,
Tangerang > Ciledug > CBD Ciledug,3,"<coordinates>106.70879289507866,-6.2231610899340515 106.70859709382057,-6.224035669508791 106.7086822539568,-6.224414298019429 106.70849986374378,-6.224506288707944 106.70797683298588,-6.224683604047561 106.70791111886501,-6.224646274507358 106.70775555074215,-6.224422297210392 106.70769788324833,-6.224439628790345 106.70763887465,-6.224284977748958 106.70775152742863,-6.2241423254548875 106.7077998071909,-6.223783694750128 106.70777566730976,-6.22345706062384 106.70772336423397,-6.223406398986058 106.70781590044498,-6.2229917732933 106.70782394707203,-6.2229517772284675 106.70788295567036,-6.2229531104306695 106.70792318880558,-6.222901115541972 106.70816726982594,-6.222939778408419 106.70845560729504,-6.223017104132788 106.70869298279285,-6.22308643063462 106.70879624783993,-6.223133092698008 106.70879255980253,-6.223159756732371 </coordinates>"
Tangerang > Ciledug > Mall Ciledug Ramayana,3,"<coordinates>106.71747453510761,-6.227572635771964 106.7174718528986,-6.227468646903978 106.71763814985752,-6.227471313285457 106.71763010323048,-6.2275753021529345 106.71747453510761,-6.227572635771964 </coordinates>"
Tangerang > Ciledug > Plaza Baru Ciledug,3,"<coordinates>106.73348966985941,-6.232734723941423 106.7333796992898,-6.232715392869192 106.7334058508277,-6.232626736563269 106.73349972814322,-6.23263806857312 106.73348966985941,-6.232734723941423 </coordinates>"
Tangerang > Ciledug > Ruko CBD Ciledug,3,"<coordinates>106.70900747179985,-6.224070332693647 106.70931056141853,-6.222873118292074 106.70977726578712,-6.222881117506483 106.70974507927895,-6.223131759496251 106.70958682894707,-6.223230416416875 106.70935347676277,-6.2240916638831845 106.70900966049578,-6.224066861201034 </coordinates>"
Tangerang > Cipondoh,,
Tangerang > Cipondoh > Food Court Situ Cipondoh,3,"<coordinates>106.67715959250927,-6.196277724525071 106.67694501578808,-6.195373766863382 106.67684979736805,-6.1953870995835105 106.67707107961178,-6.196233726621633 106.67716014811253,-6.1962772433568665 </coordinates>"
Tangerang > Cipondoh > Komplek Poris Indah,3,"<coordinates>106.68804198503494,-6.176022302262315 106.68526321649551,-6.175979635993867 106.68519347906113,-6.1755796395598885 106.68798834085464,-6.17560097271067 106.68804198503494,-6.176022302262315 </coordinates>"
Tangerang > Cipondoh > Narita Hotel,3,"<coordinates>106.67258340865374,-6.19219923661691 106.672631688416,-6.192226568857148 106.6726665571332,-6.192181903976038 106.67260956019163,-6.192151238533068 106.67258340865374,-6.19219923661691 </coordinates>"
Tangerang > Cipondoh > Ruko Banjar Wijaya,3,"<coordinates>106.65768340229988,-6.1907499592182385 106.65770754218102,-6.190349973955386 106.65702626109123,-6.19033397453856 106.65699943900108,-6.19011264922292 106.65792748332024,-6.19011531579354 106.65789529681206,-6.190773958324394 106.65768139064312,-6.19075129250194 </coordinates>"
Tangerang > Cipondoh > Ruko Modernland,3,"<coordinates>106.64336510002613,-6.186503433552768 106.64350055158138,-6.186092778711909 106.64367623627186,-6.186135444164786 106.64367388933897,-6.186197442394823 106.6445653885603,-6.186491433902849 106.64451576769352,-6.1866567623888225 106.64451040327549,-6.186674095210973 106.64360381662846,-6.186387436925504 106.64353005588055,-6.1865754314465455 106.6433597356081,-6.186536765912211 106.64336510002613,-6.186503433552768 </coordinates>"
Tangerang > Cipondoh > Ruko Niaga Mahoni,,
Tangerang > Cipondoh > Ruko Permata Niaga 1,,
Tangerang > Cipondoh > Ruko Permata Niaga 2,,
Tangerang > Cipondoh > Ruko Permata Niaga 3,,
Tangerang > Cipondoh > Ruko Pinus Niaga Center,3,"<coordinates>106.66035488247871,-6.1802089131302065 106.66061237454414,-6.181307559667971 106.66086986660957,-6.181286226747207 106.66062042117119,-6.1800275828997755 106.6603522002697,-6.180200913268414 106.66035622358322,-6.1802089131302065 </coordinates>"
Tangerang > Cipondoh > Ruko Poris Garden,3,"<coordinates>106.68462350964546,-6.174078316915853 106.68447598814964,-6.1733823204274865 106.68439015746117,-6.172792989352634 106.68455377221107,-6.172784989378772 106.68478712439537,-6.174070316961405 106.68462350964546,-6.174078316915853 </coordinates>"
Tangerang > Cipondoh > Ruko Poris Indah,3,"<coordinates>106.68423995375633,-6.172406323811567 106.68336018919945,-6.17145432538018 106.68357476592064,-6.171334325456523 106.6843955218792,-6.172216990926474 106.68423995375633,-6.172406323811567 </coordinates>"
Tangerang > Cipondoh > Ruko Poris Paradise Eksklusif,3,"<coordinates>106.68423995375633,-6.172406323811567 106.68336018919945,-6.17145432538018 106.68357476592064,-6.171334325456523 106.6843955218792,-6.172216990926474 106.68423995375633,-6.172406323811567 </coordinates>"
Tangerang > Cipondoh > Taman Royal,3,"<coordinates>106.66116759181023,-6.186632763095688 106.66096910834312,-6.18715008095088 106.66036561131477,-6.1869047550208265 106.66055336594582,-6.18639810328311 106.66116759181023,-6.186632763095688 </coordinates>"
Tangerang > Cipondoh > Taman Royal 1,3,"<coordinates>106.66116759181023,-6.186632763095688 106.66096910834312,-6.18715008095088 106.66036561131477,-6.1869047550208265 106.66055336594582,-6.18639810328311 106.66116759181023,-6.186632763095688 </coordinates>"
Tangerang > Cipondoh > Taman Royal 2,3,"<coordinates>106.66235379874706,-6.187928723365914 106.66226126253605,-6.188206047784617 106.66282452642918,-6.1883593761266935 106.66293181478977,-6.18816204920867 106.66235379874706,-6.187928723365914 </coordinates>"
Tangerang > Ciputat,,
Tangerang > Ciputat > Bintaro 9 Walk,3,"<coordinates>106.71283230185509,-6.280752236451379 106.71295568346977,-6.281146820546486 106.71347871422768,-6.281042842334236 106.71335265040398,-6.280776231438665 106.7128336429596,-6.280752236451379 </coordinates>"
Tangerang > Ciputat > Carrefour Ciputat,,
Tangerang > Ciputat > Ruko Villa Jombang Baru,3,"<coordinates>106.71520538628101,-6.303069762303973 106.71520002186298,-6.303161739132367 106.71564392745495,-6.303196397063455 106.71565599739552,-6.303077760289708 106.71520806849003,-6.303068429306356 </coordinates>"
Tangerang > Ciputat > TIP TOP,,
Tangerang > Ciputat Timur,,
Tangerang > Ciputat Timur > Giant Ciputat,3,"<coordinates>106.76562085747719,-6.29755112276459 106.7655323445797,-6.297972354324515 106.76517561078072,-6.297887041631101 106.7652802169323,-6.297479140122055 106.76562085747719,-6.29755112276459 </coordinates>"
Tangerang > Ciputat Timur > Ruko Grand Puri Laras R 2,,
Tangerang > Ciputat Timur > Rumah Makan Bukit,,
Tangerang > Ciputat Timur > Superindo,,
